Tweet,Sentiment,Subject
Portland not only refusing to trade Dame to the Heat but also trading him to one of the Heat’s fiercest conference rivals is extremely funny to me man lmao. Generational hating.,1,0
"Damian Lillard traded to the Bucks! #NBA 

Who won the trade?

What about the Miami Heat?",1,0
Listen to the most recent episode of my podcast: KnickN30 Raw & Uncut: Dame To Bucks !!!,1,0
"Damian Lillard and Giannis.
Interesting.",1,0
TRUE or FALSE: Damian Lillard & Giannis Antetokounmpo are now the NBA’s best duo ,1,0
"""It's a perfect situation for Damian Lillard... Philly is in a world of trouble... keep your eyes open for Joel Embiid. He might demand to be traded after this.

Stephen A. Smith reacts to Dame being traded to the Milwaukee Bucks ",2,0
"Yeah except KD went to the team that lost the finals, Dame went to a first round exit",1,0
"Congratulations to the Bucks, NBA Jam champions (I think)",2,0
"Emergency Pod

Damian Lillard to the Bucks
Where did this come from?
How is the fit?
@eric_nehm
 
@DaveDuFourNBA
 

Listen
Apple: ",1,0
"Last week w/ 
@danfavale
 on 
@HardwoodKnocks
, we discussed the Dame trade saga… 

: https://youtu.be/VfD7oYZSA8c?si=9fp2roa-kEru7phs…",1,0
"obrigado por tudo meu mano Jrue Holiday

MILWAUKEE BUCKS LEGEND.",1,0
"The national media absolutely crucified the Houston #Rockets for trading James Harden for the largest collection of first round picks in NBA history. 

I wonder will the same energy be upheld for what the Portland Trailblazers traded Damian Lillard for?",1,0
Not only did Damian Lillard get traded but DeanScorpion came back ,1,0
"Are the Milwaukee Bucks “America’s Team” now? 

Damian Lillard, Giannis Antetokounmpo and Khris Middleton…",2,0
"Bucks owner Wes Edens owns the Milwaukee Journal Sentinal. Yesterday they published a story with a quote from Jrue Holiday backtracking his retirement talk and saying he won’t retire after his current contract. This was great for his value.

Today they traded him.",1,0
Updated odds to win the East now that the dust is settled from the Dame trade. Who’s overvalued and who’s undervalued?,1,0
"Damian Lillard is heading to the Milwaukee Bucks and the trade shook up the NBA futures markets on 
@FanDuelCanada
 

A thread ",1,0
"New EMERGENCY episode of All Things NBA: From A to Z out now!
@ZakNoble
,  
@AnalyticsCapper
, and I broke down the Damian Lillard trade to the Milwaukee Bucks! From Phoenix's involvement to Dame and Giannis teaming up, all the analysis you need is here.

Presented by 
@BallisLife
:",1,0
"If Khris stays healthy this season, I could easily see him having the best season of his career. He’s gonna feast off of Dame/Giannis gravity and not have to shoulder nearly as much of a burden. This is the ideal scenario for his game to age as gracefully as possible",2,2
I am calling it. Suns vs Bucks Nba finals. 2024  Yes that’s it .,2,0
Dame x Giannis duo,1,0
"@Mbarnes_
 damn when we gone announce gettin dame 
@Bucks
 ?",1,0
Ball can move like crazy especially since Giannis and Brook are great playmaking big men. Double and triple teams will be punished. Dame/Giannis pick and rolls starting from behind the arc ,2,2
The most exciting thing about the Dame trade is never hearing about potential Dame trades anymore lol,1,0
Damian Lillard traded to the Milwaukee bucks,1,0
KD can’t even guard Giannis,2,0
"Jrue Holiday has won three of the NBA's last four ""Teammate of the Year"" awards...Damian Lillard won the other one.",1,0
For Dame? sometimes you gotta say fuck niggas ,1,0
The Bucks didn’t get any older with the Damian Lillard trade. He is the same age as Jrue Holiday.,1,0
"Sources to 
@andscape
: With Miami talks going nowhere, agent Aaron Goodwin privately told the Bucks and Nets 10 days ago that Dame would be interested in a deal there. The Raptors were a real contender to land the ex-Blazers star, but ultimately Bucks got it done per Woj report.",1,0
"When Damian Lillard gets traded while you're picking up your kids, do you run from the grind? Well, if you're me and 
@VinceGoodwill
, you run TO the MICROPHONE!
@Balldontlie
 reaction podcast, go!

: https://youtu.be/0VV1VLE4Uhw
: https://apple.co/3PUxqjT
:",1,0
Damian Lillard traded to Milwaukee: How it affects the Bucks’ NBA Championship odds,1,0
"The 
@bucks
 really hit rock bottom with this trade 
#Milwaukee #giannis #dame #nba #blazers #jrue",0,0
"Call me crazy but I’d take CURRENT Jrue over CURRENT Dame Lillard any day.

•The Suns get desperately needed depth.

•The Blazers get two young studs who offer more on both ends than an aging Dame could.

•Bucks are losers here in my opinion.",0,0
"Damian Lillard has been traded to the Milwaukee Bucks

Tonight @ 6:30 PM 
@DannyMarang
 & 
@BrandonSprague",1,0
"The Bucks in 20-21 NBA season

Trades for star guard Jrue Holiday after Giannis threatens to leave. 
NBA Champions 

The Bucks in the 23-24 NBA season 

Trades for star guard Damian Lillard after Giannis threatens to leave. 
????",2,0
"Ya know what? Let’s celebrate the Lillard era in Portland…

What is your favorite memory of Damian Lillard?",1,0
"EMERGENCY PODCAST

Damian Lillard Traded to the Milwaukee Bucks Reaction

Episode 3: https://youtu.be/KonoJMID7c8?si=SRO-ltaEIwrFoxcf… via 
@YouTube
 

Shout out to the co-hosts!
@krispursiainen
 
@Zaknoble
 
@AnalyticsCapper
 

Presented By: ",1,0
bucks got worse ngl. no defense,0,1
"The Milwaukee Bucks’ odds to win the 2023-24 NBA Finals…

Before The Trade: +650
After The Trade: +400

Will Damian Lillard, Giannis Antetokounmpo, and the Bucks win it all this year?",1,0
Giannis-Dame PnR is gonna be crazy what do you even do there,2,2
"Damian Lillard reunites with former Trail Blazers coach, Terry Stotts on the Bucks.

Stotts is now an assistant coach to new Milwaukee head coach Adrian Griffin.",1,0
"1. I’m so happy this shit is over

2. Bucks pairing Giannis and Dame is going to be a scary AF offense

3. Bucks took a huge hit on defense

4. Giannis has a legitimate closer now (which is huge for him especially mentally)

5. It’s going to be a fun fucking season",1,3
"Bucks favored to win title after deal for Damian Lillard  #NBA
 #Bucks #FearTheDeer  https://fieldlevelmedia.com/betting/bucks-favored-to-win-title-after-deal-for-damian-lillard/…",2,0
"The Bucks defense w/out Holiday will suffer. He can guard 1-3. Offensively, they obviously gained range, Dame should make it easier for Giannis. The key for me is do they get an entire season out of Khris Middleton. And who's off the bench? 
Bucks, Miami, Sixers still together.",1,3
Anfernee Simons is really the longest tenured Blazer now after the Dame trade ,1,0
"For those worried about the Bucks defense falling off a cliff by trading Jrue’s point of attack defense for Dame, Cleveland had a top 5 defense last year with a Garland/Mitchell backcourt and the same defensive blueprint",1,1
The bucks defense got worse but the bucks are still going to be elite defensively bc they still have Giannis and brook on the team and I think giannis will have his most efficient season with dame bc he doesn’t have to be the whole bucks offense now,2,3
The Bucks’ offense will have even less seasoning and it’ll still go down fine cus Dame’s range fixes all with this squad,2,2
Bucks perimeter defense without Jrue Holiday next season,0,1
"this is probably a pretty amazing regular season team, the floor raising power of giannis + brook on defense and dame on offense gives this team potential to win a ton of RS games

but i see deep flaws that will be exploited in the postseason on both ends",0,3
"Damian Lillard to help the Bucks crunch time half court offense is soooo much better than anything anyone could have materially hoped for for Milwaukee. 

The difference between Jrue and Damian Lillard offensively is Grand Canyon sized and that's being kind.",2,2
Giannis is getting Dame. The NBA isn't ready for what the bucks will unleash this season.,2,0
"warriors fans see the Dame trade and then say we can’t make a move like that

y’all really turned into laker fans

i never thought i’d see the day",1,0
"""From the Bucks standpoint, it was a difficult task to include Jrue Holiday...they felt like Damian Lillard embodied what the Milwaukee Bucks organization is all about.""
@ChrisBHaynes
 with the latest on the blockbuster Damian Lillard trade live NOW on NBA TV",1,0
Think the Bucks defense will end up looking a lot like the Cavs. Weaker on the perimeter but with bigs who can fill in the gaps. Albeit Brook isn't as mobile as Allen but he's still elite as a rim protector. This is a big win for the Bucks overall considering their stagnation.,2,1
"Dame playing next to Giannis on a very good Bucks team in a meh eastern conference.

What are Dame's MVP odds for next season rn?",2,0
"Ayton 
Young wing 
3 frps
Pick swap

Would be a solid return i cant lie

I’d much rather have Ayton over pretty much any player that was thrown in Dame trade scenarios 

Hopefully Cronin somehow clutches a good return from Jrue man",1,0
"Bottom half of the league? In what metric. Also, the year before that, they were in the top 5. Again, stop pretending their offense can get that much better. Giannis is a ball dominant PF. Lillard is a ball dominant PG. It might not mesh as well as you assume.",0,2
Damn you lose Jrue but you get Dame.. it's like a offense defense switch especially with how the Bucks play,1,3
"The fact that some NBA nerds reaction to the Bucks pairing frickin Dame and Giannis is to nitpick the defense and question how valuable Dame is over Jrue frickin Holiday

Y’all this is potentially tail end of his prime Dame Lilliard with prime Giannis Antetokounmpo, bask in that",1,1
"The Milwaukee Bucks now owe Damian Lillard and Giannis Antetokounmpo a lot of money over the next few years

https://clutchpoints.com/bucks-damian-lillard-giannis-antetokounmpo-contracts-trade…",1,0
"Let’s go 
@Bucks
 Wait so are the Milwaukee Bucks favorites now? https://twitter.com/BleacherReport/status/1707097530125758870…",1,0
Still haven’t fully processed that Damian Lillard is actually a Buck lmfaooo,1,0
Wow holy shit.  Dame and Giannis together is going to be a crazy hard offense to stop.  Giannis finally got an elite shooter to play with finally and Dame gets to play with an elite big man for the first time in his career,2,2
Losing jrue is a crushing blow to the Bucks defense,0,1
Nice way to make me not root for Dame NBA,1,0
"When Dame and Giannis are leading the Bucks to 140/night on offense, that won't matter ",2,2
"that bucks defense is food now im not worried about giannis and brook, we have the personnel to force them to play on the perimeter",0,1
"giannis could really help with dame's biggest problem, a completely lack of interest in defense, and dame could rearrange their shit in a way that makes them extremely hard to guard. also ayton is good. good trade, less annoying than I hoped",1,1
The Bucks lost in the first round last season because they shit their pants on offense late in games. Dame is one of the NBA’s most deadly assassins in crunch time. GREAT trade for Milwaukee.,2,2
"it’s also such a great fit for Giannis. giving someone like Dame who can space the floor even more, at an elite level, and still good enough as a playmaker to get good looks for Giannis inside is really good for the Bucks offense. defense aside, great move for them.",2,3
Damian Lillard appears happy following today’s news of his trade to the Bucks.,1,0
"Holy Sh&$&!!!! Dame Time is heading to 
@Bucks
. So here’s what we know: the 
@Bucks
 are trying to win now! 
@Giannis_An34
 isn’t going anywhere. And I’m not so sure that the 
@celtics
 are may favorites to win it all anymore! Damn!!!",2,0
Hearing from multiple sources - it was actually (part owner) Aaron Rodgers who closed the Dame to Bucks deal.,1,0
They’re the team to beat,2,0
DM me a price for a Dame & Giannis as Bucks teammates original painting.,1,0
"No idea how y’all stop giannis ngl I mean, do you triple him cause thats the only way to just slow him down?? But then you got dame as well and Khris who doesn’t need much of the ball to make stuff happen

Or do you just put nurk on him and pray or what ",2,2
Who should the Milwaukee Bucks sign with their open roster spot following the Damian Lillard trade?,1,0
I don’t like that Damian Lillard trade for the Bucks. Jrue Holiday was a great fit there and had great team chemistry. Now they add an aging star who doesn’t want to be there or play any defense.,0,1
LEAGUE IS SHAKING,1,0
Happy with the Dame trade?,1,0
Plus Giannis not gonna have the ball as much. We never seem Giannis play without the ball or Dame run a offense through a big,1,2
"i totally agree that we can play lopez off the court. it’s really the only reason we have a chance, we matchup extremely well with them. i just wonder if late in game our offense can out execute a giannis/dame 2 man game. remains to be seen.",1,3
"Yea I think he’s gone

Dame is going to make some mistakes on defense and Giannis will lose it",0,1
"Jimmy Butler reacts to Dame being traded to the Bucks:

“The NBA, man… y’all need to look into the Bucks for tampering. You didn’t hear it from me, but I heard it from somebody.” ",1,0
"I’ve always dreamed of a Lillard/Giannis duo and can’t believe it’s actually happening!!!  With that being said, losing Jrue is sad and it cannot be understated with everything he’s done for Milwaukee including helping win that title!!!  Wish him the best also",1,0
Bingo. Lakers are the only team outside of the bucks to get a title with the duo that they have. Without Jrue the defense on Milwaukee is gonna well mediocre. Haha,0,1
"Did anyone see this Dame to Bucks trade happening? Like, was there talk of it? All the talk was Dame to everywhere else and Giannis is leaving the Bucks. I’m actually super surprised about this!
Also - let’s get Jrue",1,0
Dame for Jrue swap is fascinating from the Bucks perspective because while that offense becomes scary their whole defensive identity is now put in question. POA D goes from a strong strength to a major hole on that roster,1,3
"Jimmy Butler weighs in on the Damian Lillard trade.

Dame | Lakers | NBA | Harden |
#HOBBES",1,0
"Dame is more of a downgrade from Jrue defensively than he is an upgrade offensively 

Is offense more important and is Dame a better player?  Of course 

But the Bucks completely gave away their identity with this trade",0,3
"That’s a Great Trade for the Bucks…

Will Lillard’s Offense be enough to overcome Jrue’s Lockdown Defense.",2,3
"Rien a voir mdrrr le 5 de départ est plus que correct , ca défend super bien après effectivement Holidays faut le remplacer défensivement mais Lillard saura appuyer sa défense il sait tres bien Giannis est cheaté",1,0
The Bucks just made the same trade off. Their drop defense was #1 in the playoffs consistently and why they won a title. Drop with Dame instead of Jrue is not the same.,0,1
People don’t get that Jrue’s been mediocre on defense and absolutely abysmal on offense innrhe playoffs since he’s gotten to Milwaukee. The upgrade that same offers them can’t be overstated enough. People that haven’t actually watched the bucks will have a rough awakening,1,3
"Dame and Giannis?!?! Now that’s wild

But will Dame play defense like Jrue did?",1,1
I’m just happy Dame didn’t go to Miami tbh #NBA,1,0
"Side bar: Cam was the one who broke the Dame trade first, not Woj. Dame called Cam.",1,0
"Listen.... 
@olskool888
 calling Dame & Giannis games will be pure art.  Whatever the outcome, going to be a special season",1,0
"UPDATED | 
@DailyCaller
 — My reaction to the bombshell news that Damian Lillard has been traded to the Milwaukee Bucks, after three long months of expecting it to be the Miami Heat. Disappointing day for South Beach.",1,0
"Jrue + Grayson = 30 ppg, 39% 3pt, elite defense in exchange for 30 ppg, 37% 3pt, garbage defense

They'll be marginally better

Dame is an elite offensive player that will still defer to Giannis and can't defend anyone",0,3
Immediate title favorites after the Dame trade is interesting,1,0
"Jrue is good, Suns big losers, Jrue is bad, Suns big winners. Need playoff defense but you also need playoff offense. Jrue's landing spot should be interesting and Dame/Giannis is a fun pairing regardless.",1,3
"I know we wanna say the bucks defense will be ass, but their rim protection is still top 5 in the NBA",1,1
"Holiday is pretty mediocre cause he can’t play offense in the playoffs. And he couldn’t guard Butler even a little bit last playoffs. Lillard is a massive upgrade, the Bucks got way better",2,3
"That Bucks offense is going to be ridiculous this season.

They're going to DESTROY teams.",2,2
Bucks will miss Jrue Holiday and what he brings to the game especially on defense but Antetokounmpo said he wanted Milwaukee to remain competitive well you just got your wish. Not gonna be surprised if the Blazers move Jrue to another team later in the season. As 4 Miami FUCK’EM,1,1
#nba The Bucks just traded defense for offense..they wanna try & score with the Nuggets & have somebody more reliable to have the ball in his hands than Bagless&Holiday..well you got that now.. good luck trying out score the Nuggets,0,3
"This Giannis bite from ""48 Minutes"" two weeks ago may have been the moment that led to today's 
@Dame_Lillard
 trade to the 
@Bucks
 
@BleavNetwork
 @RossGeiger
 @worldbfreer
 @Giannis_An34",1,0
"One of my favorite players to my least favorite team! Why? 
@Dame_Lillard
 #NBA",1,0
Suns vs Bucks NBA Finals calling it now,2,0
"The NBA is crazy and I couldn’t love it anymore! 

Great trade for Bucks and Portland, kind of bad for Suns to start an even worse C on defense than Ayton",2,0
"But on a real though,a Dame and Giannis partnership is a match made in heaven on offense. Also the Bucks now have a consistent closer which they showed they needed after the playoffs last year. Jokic and Murray vs Giannis and Dame in the finals is about to feed families",2,2
"Le 5 des bucks atm:
Lillard-Beasley-Middleton-Giannis-Brook
+ Crowder, Portis, Pat (rotation serré en playoffs)
Offensivement c’est impressionnant 
En revanche défensivement (sur l’ext) va falloir bosser… surtout qu’un titre se gagne en défense.
Grand favori à l’Est pour vous ?",1,0
"Such an interesting decision!

1. Giannis and Lopez can more than cover for Lillard's defense.
2. Lillard's scoring is so needed.
3. Jrue's defense was the biggest non-Giannis reason they won the Finals. It will absolutely be missed.",1,3
"Above the Break: Emergency Podcast - Damian Lillard Traded to the Milwaukee Bucks
#Milwaukeebucks #Blazers #Suns #DamianLillard",1,0
"deal insane for the bucks, playoff offense got so much better and consistent with dame (jrue was so bad shooting in the playoff even when they won)",2,2
"Wrote about the Dame trade, why I love it for the Bucks, it may be better for the Suns than it looks on paper, and Portland needs to hit with the subsequent Holiday trade",2,0
"Idk man...

Jrue was scoring 20-30 some games AND playing hella defense. Unless Dame averages 30-40 pts what else is he bringing that Jrue wasn't bringing to the Bucks. Yes I know Dame is far ahead of an offensive player. But the type of team does not call for his style of…",0,3
"Glad someone sees through the Ayton smokescreen!!! Nurk and others were traded for Ayton. The Dame trade really is for Jrue and a first. Only a back up guard with no upside went from the Dame trade to help get Ayton.

Stunningly terrible trade. Jrue won't even get a first.",1,0
"Pat Riley never called the Trailblazers back to better their trade offer knowing multiple people became interested in Dame AND the trade offer was underwhelming to begin with, but yea it’s not his fault, okay",1,0
".
@JimmyButler
 reacted to the Bucks’ Damian Lillard trade with a joke about tampering  https://trib.al/JICJoIj",1,0
S/O to the Dame trade for cleansing my timeline of Taylor Swift tho. Holy fuck was that shit annoying.,1,0
"So are the Bucks a superteam?

Giannis, Dame, Middleton and Lopez. Sounds like it to me",2,0
I still cant believe we kept middleton. Bucks offense gonna be crazy next season. Used to pray for times like this,2,2
Dame is good but cmon man you’re making sound like Dame is LeBron. Bucks offense got better but their defense got worse. We’ll see what they look like on the court before making assumptions like this.,1,3
Congrats to the NBA BUCKS FOR THE DAME TRADE ALL TEAMS WIN BUCKS ARE STACKED!!! GO WARRIORS ! #NBA - Lil B,2,0
"“I’m a Buck for life.”

24 hours after emphasizing that he wants to remain in Milwaukee, Jrue Holiday is on his way to Portland as part of the Damian Lillard 3-team trade between the Bucks, Trail Blazers and Suns.

Jrue may have spoke to soon ",1,0
"(Davidson) gives his thoughts on the Damian Lillard trade to Milwaukee. Plus, Deandre Ayton going to the Portland Trailblazers as well. #iesportsradio #iesrvidz #NBATwitter    #ripcity    #FearTheDeer    #nbatrade #BreakingNews #Giannis #Dame",1,0
"Silver lining. 
The Bucks' perimeter defense took a hit today.",0,1
Nets seemingly stayed disciplined throughout in their decision against pursuing Damian Lillard,1,0
Breaking news: Damian Lillard traded to the Milwaukee Bucks Wow! #nba #dame #giannis #lakers https://twitter.com/i/broadcasts/1lDGLPvPNwYGm…,1,0
Dame & Giannis is CRAZY,2,0
the heat really missed out on bradley beal and damian lillard ,1,0
"Bucks basically said less defense and more offense in this deal which I in this case is a good gamble considering the defense they still have. Blazers got good assets too for a rebuild, but the idk what the Suns are cooking ",2,3
"Between the Love era beginning for the Packers, Lillard joining Giannis for the Bucks, several new prospects on the horizon for the Brewers, and a new head coach for Badgers football, sure seems like a page is turning in Wisconsin sports and I’m so here for it. The future is NOW",1,0
Suns or Bucks Duo NBA Twitter?,1,0
"If all the teams Lillard could’ve gone to, I’m ok with the Bucks honestly. Better upside on offense for them but big loss on defense. Interesting to see how this plays out but initially I’m excited to see Dame and Giannis play together",1,3
"Ya know…it’s only right someone name DOLLA ended up on the Bucks! 
@Dame_Lillard
  @Bucks
  @Giannis_An34",1,0
He knows they aren’t going to be able to get past the Bucks now. Dame/Giannis is going to be a tough duo to beat.,2,0
I’m from Cleveland and the Cavs ARENT better than the bucks. Giannis and Dame ? Top 10 players in their prime rn best team in the east. Whatever Dame lack on defense I promise Giannis is gone cover,2,1
Getting caught in a Dame & Giannis Pick in roll boutta give a few people nightmares lol.,2,2
"Damian Lillard has been traded to the Milwaukee Bucks, not the Miami Heat.....and Jimmy Butler is calling foul and saying the NBA needs to investigate for tampering.
@SportsLawLust
 says lets take a step back and let the facts come out.

 https://ow.ly/nRNi50PQqQg",1,0
"Cap, Bucks need something else to their offense then Giannis euros every play. I can already see it, Giannis PnR and if defender sags off Giannis, dame hitting pull up every time, if defender plays tight, roll is there everyday.",2,2
Anything the bucks lost on defense from trading jrue will be more than made up for by dame’s offense. Hard to see how the bucks aren’t the clear favorites.,2,3
Thanks so much Dame for an amazing decade.  Rooting for you!,1,0
Bucks get Dame.#NBA,1,0
"Jrue faisait des campagnes de Playoffs à shooter à 35%, tu perds sa capacité de défense en point of attack mais t'as l'une des attaques les plus dynamiques du plateau avec Lillard-Cash-Giannis",1,0
"The #Suns receive the lowest early marks for the blockbuster #NBA trade involving Damian Lillard and Deandre Ayton, but their NBA trade grades aren't that low ... #FearTheDeer #WeAreTheValley #RipCity",1,0
"Bucks!! 

Dame for Jrue is a bit of a tradeoff between offense & defense, but there's no denying they'll be deadly.

Blazers grabbing Ayton in the swap is A+ business. Still young enough to fit their timeline.

PHX adds to a great summer by grabbing more depth.",1,3
"He wouldn’t make an open shot for you. Offense stagnates with it. The only player who can complement Giannis much more than Lillard is Steph. On paper, the Bucks will be devastating from the interior and with Lillard, it should be great from the perimeter.",2,2
Props to the Bucks for swooping in - Dame and Giannis is fun as hell and worthy of an aggressive move (and the move wasn’t really that aggressive all things considered!). From a skillset POV I always thought the dream superstar pairing was Steph and Giannis…this makes sense,1,0
"I'm not the only one happy the bucks traded away Jrue Holiday. Dame isn't a cakewalk, but Jrue was giving the Pacers 50 while clamping the entire offense. Will not miss Jrue's presence in the Central Division!!",0,0
Keep seeing people talking about how bad the Bucks perimeter defense is gonna be now. Remember when Jimmy did this to Jrue?,0,1
"""Kyrie > Lillard"" "" KD > Giannis"" this is why hoops grid is better",1,0
"Dame, lifelong Blazer fan and local guy here. Been a gigantic fan of yours ever since your pre-draft workout vids were floating around and rumblings of the kid turning heads at the combine etc. I was ecstatic when we drafted you and it’s been that way for me from day 1.",1,0
"Gabby Bucks getting Lillard doesn't put them past Celtics. Jru Holliday is great at defense, which Damian isn't. What do you think ?",0,1
"Dame: Hey Giannis, check out my new track

Giannis: Hey Dame, is your refrigerator running?",1,0
"WOW! Big trade to unpack from a dynasty perspective with a lot going on. Will delve into it more today.

For now, Bucks get a big-time upgrade on offensive firepower while losing Jrue’s elite defense. Huge potential in that Giannis/Dame/Middleton combo. ",1,3
Dame plays zero defense.. bucks just gave that up..,0,1
Dame solves the bucks biggest problem on offense at the end of these games,2,2
He could be the Remini for what ails that Bucks half-court offense.,2,2
This is true. We are still favorite in my opinion. Bucks got Lillard but lost their defense. Jrue was top 5 best guard defender Lillard can’t play D,0,1
"Full trade, per sources:

- Bucks: Damian Lillard
- Blazers: Jrue Holiday, Deandre Ayton, Toumani Camara, 2029 first-round Bucks pick and Bucks pick swap
- Suns: Jusuf Nurkic, Nassir Little, Keon Johnson, Grayson Allen",1,2
"This does just WONDERS for MIL in crunch time. Their late game offense has been putrid. 

Now they add “Dame Time” to shooters and rim running athletes like Giannis. Wow",2,2
Hot take…this doesn’t significantly improve the Bucks. Offense sure they’ll score more but losing Holiday’s defense is bigger than people realize,1,3
"New  emergency  #HoopCollective pod w/ 
@WindhorstESPN
 and 
@espn_macmahon
 on all facets of the blockbuster Damian Lillard trade, from what it means for all three teams involved to what it means for the league (and Jrue Holiday) moving forward:",1,0
"The Raptors didn't get Damian Lillard, but the rumours made it clear the status quo is no longer a viable option:",1,0
Breaking News Giannis Antetokounmpo signs a 3-Year Max Deal Extension with the Milwaukee Bucks,1,0
Dame is not the upgrade that Milwaukee thinks he is. Great on offense but D is plain bad. Bucks are going to miss Jrue,0,3
"Dame to the Bucks Superstar Emojis: 
Giannis
Embiid
Jokic 
Luka 
Tatum
Steph 
Bron 
KD & Book  & 
Kawhi & PG (Jrue arrival?)
Jimmy ",1,0
"So many options on offense too.
Giannis attacking with dame, jrue and Brook spacing. Dame 2 man games with Giannis and Brook, probably the finals favorite rn",2,2
"I don't know how to feel about Milwaukee acquiring Damian Lillard. A part of me loves the offense. However, defensively, I'm apprehensive (especially considering that the Bucks had to give up Jrue, who wanted to finish his career with the Bucks).",1,3
They're gonna have to get a defensive SG and let the offense run thru Giannis & Dame & Middleton,1,3
"Milwaukee's run is over. Giannis will leave after realizing Dame is just another shot-jacking combo guard who doesn't play defense. I like Jrue and Ayton together in Portland under Coach Billups tutelage, especially if Jrue can stay healthy.

#dame #bucks #NBA",0,3
"I, predictably, am bored on the Dame, Giannis starfuckery stuff. 

The Knicks pieces--individually and collectively--will show better than most of y'all think. 

You're welcome. 

#53Wins",1,0
Suns are better miz !!!,0,0
There was nothing wrong with the Bucks offense. Their issue is they can’t guard really good guards & wings and they still can’t. Now it’s even worst and JT will continue target Lopez as well as their wings. JT is their problem and they have done nothing to solve it. ,0,3
Everyone’s saying “Dame’s going to give you 25-30… The offense will carry them”. The Bucks are going to give up just as much if not more with no real defense at both guard positions. You can’t get by with 2 starting defensive liabilities in the post season,0,3
"BRING ON DAME AND GIANNIS

DAME GIANNIS VS DARIUS DONOVAN AND EVAN!",1,0
"Oui on perd en defense mais on gagne au scoring, Jrue depuis la bague ses PO sont très faible au scoring, il aide pas assez Giannis, Lillard va trop apporté et il est clutch",1,0
"If the bucks gel, its going to take alot to stop them because you can not collapse defense on giannis knowing dame has the ball and khris is somewhere and if you go out to stop dame, free way to the rim for giannis",2,2
"It's a defense-for-offense trade-off, but given how the Bucks struggled to score in the playoffs last year, seems sensible. They still have two top defenders in Giannis and Lopez to protect the rim. Dame's never had that kind of support.",1,3
"Damian Lillard, Kevin Durant, Bradley Beal and probably a few others I’m forgetting have all said they wanted to play for the Heat in the last year or so. Miami got none.",1,0
"Milwaukee is still going to shut the rim off with the Lopez Bros & Giannis

They just gotta be average with their perimeter defense. Think you can hide Dame’s poor defense when you have a Giannis/Brook waiting at the rim and not Nurkic",1,1
"1.) Surprised Miami chose to not do what was necessary. They are a little too arrogant for my liking

2.) Great fit for Dame and Bucks- lost some defense but not much and much higher ceiling now offensively",2,3
